PREFIXO: ;3D-015
NOME DO POSTO: ;GUARIPOCABA
MUNICÍPIO: ;BRAGANCA PAULISTA
CURSO D'ÁGUA: ;JAGUARI,R
ÁREA (Km²): ;1.353,00
LATITUDE: ;22°54'24"
LONGITUDE: ;46°28'37"
 
Obs: valores com --- representam dados inexistentes.
 
Vazões médias diárias (m³/s)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Vazão Mínima;Vazão Média;Vazão Máxima
  07/1986;5,810;5,411;5,411;5,411;6,810;6,663;6,374;6,374;6,090;6,090;6,090;6,090;6,090;6,090;6,090;5,949;5,810;4,878;4,878;4,773;4,773;4,773;5,303;5,303;5,196;5,089;5,089;5,089;4,983;4,983;4,983;4,773;5,572;6,810
  08/1986;5,196;5,089;5,089;4,983;4,983;4,983;4,878;4,878;4,878;4,878;4,878;4,878;5,089;4,983;4,878;4,983;5,089;4,983;4,878;4,878;7,031;8,888;8,968;8,096;6,957;5,949;4,878;4,464;4,362;4,362;4,464;4,362;5,412;8,968
  09/1986;4,160;4,160;4,060;4,060;4,060;4,060;4,060;3,961;3,961;3,961;3,961;3,961;3,961;3,961;3,961;4,060;4,566;4,566;4,566;4,669;4,773;4,773;4,773;4,566;4,566;4,669;4,669;4,773;5,671;5,519;---;3,961;4,383;5,671
  10/1986;4,878;4,878;4,773;4,669;4,669;4,669;4,669;4,669;4,566;4,566;4,983;4,773;4,773;4,669;4,669;4,566;4,566;4,566;4,566;4,669;5,089;7,330;7,031;5,671;5,089;5,089;4,878;7,031;5,519;4,983;4,878;4,566;5,045;7,330
  11/1986;4,983;4,878;5,949;6,303;5,411;6,518;6,518;5,519;5,196;5,519;8,489;8,174;4,773;3,668;5,411;5,303;5,411;5,089;5,089;5,089;4,983;4,878;4,878;4,878;4,983;4,878;4,878;4,983;6,090;7,710;---;3,668;5,548;8,489
  12/1986;8,252;13,121;8,568;15,394;14,623;10,632;8,096;13,677;10,123;9,788;6,374;4,930;4,260;4,060;3,961;4,260;5,411;4,464;6,231;4,362;4,930;7,863;10,804;11,588;8,807;9,622;9,705;10,039;7,330;4,983;6,231;3,961;8,145;15,394
  01/1987;5,142;4,515;6,160;6,160;5,740;4,464;3,668;3,289;6,446;6,518;7,105;7,180;8,174;6,810;6,374;6,518;7,710;7,031;6,663;7,557;5,740;5,810;6,231;6,374;12,754;15,200;11,854;7,786;6,736;6,303;7,786;3,289;6,961;15,200
  02/1987;8,888;6,663;5,810;5,949;5,411;4,983;5,196;5,089;4,878;6,591;5,196;4,983;5,089;6,090;5,411;6,374;8,807;7,786;7,255;8,096;7,405;6,303;6,518;5,810;5,671;5,671;5,519;5,303;---;---;---;4,878;6,169;8,888
  03/1987;5,519;5,949;5,519;5,519;5,519;5,411;5,303;7,710;12,937;22,486;20,734;11,854;8,174;7,105;6,518;6,231;5,810;7,105;7,105;6,957;15,785;7,105;6,957;6,663;6,663;6,663;6,518;6,810;6,810;5,671;5,519;5,303;8,085;22,486
  04/1987;5,519;5,519;6,231;6,957;9,622;10,804;8,968;6,810;6,231;6,374;6,518;6,374;6,231;6,663;6,231;6,231;6,231;5,949;5,949;5,949;8,489;7,255;6,231;5,810;5,411;5,303;5,089;5,089;4,983;5,089;---;4,983;6,470;10,804
  05/1987;5,089;4,983;4,983;4,983;5,949;6,374;6,090;6,231;29,233;28,026;21,168;16,778;13,305;10,976;12,754;15,007;12,391;13,491;12,937;16,378;28,507;30,211;37,625;36,832;32,200;24,058;18,824;9,130;8,807;8,647;8,331;4,983;15,816;37,625
  06/1987;8,331;8,331;8,174;8,174;8,174;8,174;9,955;8,647;8,331;7,863;7,255;7,255;7,255;9,457;32,200;36,832;47,585;57,097;66,545;66,545;66,222;65,899;43,896;40,855;22,486;19,243;11,676;11,325;10,461;6,231;---;6,231;24,016;66,545
  07/1987;6,231;6,090;5,949;5,810;5,810;5,671;5,519;5,519;6,090;5,949;5,671;5,519;5,519;5,411;5,303;5,303;5,303;5,303;5,303;5,303;5,411;5,303;5,303;5,303;5,303;5,196;5,196;7,557;12,754;12,754;12,937;5,196;6,309;12,937
  08/1987;12,937;12,937;12,937;12,754;12,754;12,754;13,121;12,754;12,572;11,676;10,976;11,676;11,676;11,676;11,500;11,500;11,500;11,500;11,500;11,676;11,500;11,500;11,500;11,325;11,325;11,325;12,937;14,814;10,461;10,461;10,461;10,461;11,935;14,814
  09/1987;10,461;10,461;10,291;10,291;10,291;10,291;10,291;10,291;10,291;10,291;10,976;11,676;11,500;11,500;11,325;11,325;11,325;11,500;11,676;11,500;11,854;11,854;8,968;8,807;8,489;8,331;8,174;9,130;8,174;9,130;---;8,174;10,349;11,854
  10/1987;10,461;16,180;16,378;16,180;16,378;18,408;19,878;17,383;16,778;16,979;16,979;16,979;18,408;20,519;20,304;20,304;20,304;20,304;17,791;13,121;13,305;12,937;12,572;12,572;12,754;12,572;12,572;12,572;12,572;12,391;12,211;10,461;15,776;20,519
  11/1987;12,211;12,032;12,032;12,032;12,032;12,032;12,032;12,032;11,854;11,854;11,854;11,150;10,123;9,955;10,461;10,632;10,461;10,291;11,676;11,854;11,854;11,676;10,804;8,647;8,968;14,242;9,457;7,710;6,957;6,518;---;6,518;10,848;14,242
  12/1987;5,949;5,810;5,810;6,374;6,231;6,663;7,863;5,411;5,303;5,519;4,773;4,669;4,669;4,566;5,411;5,411;5,411;8,174;9,130;6,957;6,374;5,671;4,878;4,669;4,669;4,669;4,566;4,566;4,566;4,566;4,566;4,566;5,609;9,130
  01/1988;4,669;4,983;4,878;4,566;4,669;6,231;10,976;7,405;9,622;14,623;17,996;19,665;29,476;38,692;47,298;63,340;64,615;64,615;63,340;62,705;58,636;46,725;41,402;41,402;41,402;35,784;20,091;10,804;8,647;8,968;8,331;4,566;27,953;64,615
  02/1988;8,968;8,489;8,174;8,018;8,018;8,807;9,457;10,804;12,211;20,304;35,005;41,402;35,784;30,951;24,973;24,058;35,264;44,176;56,180;68,494;68,167;67,192;65,899;64,935;65,899;55,268;41,402;41,402;41,402;---;---;8,018;34,866;68,494
  03/1988;41,952;47,011;54,060;67,517;66,222;64,935;65,256;67,842;67,517;61,129;44,738;42,228;35,264;19,243;8,174;5,949;8,331;35,264;69,148;75,467;67,192;63,976;67,517;66,868;30,211;11,500;9,955;9,622;9,457;9,293;9,293;5,949;42,004;75,467
  04/1988;9,293;9,130;9,130;9,130;6,518;6,374;6,374;7,405;6,374;6,374;6,374;6,663;8,968;13,305;8,968;8,489;8,018;7,255;9,622;11,854;8,968;7,710;7,255;6,810;6,810;7,863;6,957;6,663;6,518;6,518;---;6,374;7,923;13,305
  05/1988;6,518;6,374;6,374;6,374;8,489;7,255;6,957;6,518;6,518;6,374;6,231;6,231;6,374;8,807;7,863;6,957;7,255;8,807;7,557;6,957;6,663;9,457;10,461;7,863;8,331;7,557;6,518;5,949;5,949;12,572;9,955;5,949;7,486;12,572
  06/1988;7,863;6,957;6,374;27,074;32,704;32,451;32,451;28,990;21,604;21,385;21,168;21,168;21,168;21,823;22,043;19,878;19,454;19,454;19,454;19,454;15,200;12,391;12,211;10,976;9,130;8,968;8,807;8,647;8,647;8,647;---;6,374;17,551;32,704
  07/1988;8,647;6,957;4,878;4,878;4,878;5,671;6,810;6,957;6,957;6,957;6,957;6,231;5,411;5,411;5,303;5,303;5,303;5,303;5,303;5,303;5,303;5,089;4,983;4,773;4,773;4,773;4,669;4,566;4,566;4,566;4,160;4,160;5,537;8,647
  08/1988;4,160;4,160;4,160;4,160;5,519;7,405;7,405;7,405;7,405;7,405;7,405;7,405;7,405;7,405;7,405;7,405;7,405;7,405;7,405;7,405;7,105;7,105;7,105;7,105;7,105;5,949;4,983;4,878;4,878;2,567;2,396;2,396;6,271;7,405
  09/1988;2,311;4,566;6,957;6,663;6,518;6,518;5,196;5,196;5,196;5,089;4,983;4,983;4,983;4,983;5,089;5,089;5,089;5,303;5,303;5,303;5,089;4,983;4,983;4,983;4,983;4,983;4,983;5,810;5,810;5,810;---;2,311;5,258;6,957
  10/1988;5,810;5,949;8,018;9,955;10,291;10,461;10,461;9,955;9,293;8,647;9,130;10,804;11,150;10,461;10,461;9,788;9,788;9,788;9,788;10,804;10,632;10,804;10,976;10,804;10,632;13,491;23,605;26,367;26,367;26,367;26,367;5,810;12,491;26,367
  11/1988;27,311;27,074;26,133;25,666;25,899;25,434;19,454;19,243;19,243;19,033;18,824;14,814;13,121;12,937;12,937;12,754;12,754;12,754;12,572;12,937;12,754;12,572;12,572;12,572;12,572;12,572;14,623;13,865;12,937;12,754;---;12,572;16,690;27,311
  12/1988;12,572;12,572;12,391;12,211;10,632;8,489;8,331;8,331;8,174;8,174;9,130;11,325;6,810;6,810;6,518;6,231;6,090;6,090;6,090;5,810;8,331;7,557;6,810;7,405;11,325;17,791;19,243;23,605;26,837;26,837;27,548;5,810;11,486;27,548
  01/1989;27,074;28,026;24,514;21,604;22,486;35,524;29,720;39,229;43,616;53,160;54,663;71,123;72,783;78,869;81,975;82,671;78,185;76,482;70,133;57,403;50,493;56,790;54,663;60,503;60,190;57,403;42,781;39,229;38,960;25,434;14,242;14,242;49,998;82,671
  02/1989;9,955;10,804;14,242;24,973;21,604;20,091;19,665;20,951;35,784;48,741;54,060;67,517;74,793;77,162;78,869;78,185;76,143;74,793;73,786;72,783;70,462;70,133;67,517;51,082;41,402;39,229;38,692;38,424;---;---;---;9,955;48,994;78,869
  03/1989;39,498;39,229;49,907;49,907;50,787;51,673;35,524;29,476;29,233;28,990;28,990;28,990;17,383;10,976;9,955;7,405;7,105;6,663;6,518;6,374;6,374;6,518;7,105;7,105;7,105;7,105;7,255;8,968;7,710;7,863;7,405;6,374;19,842;51,673
  04/1989;6,518;6,374;6,957;6,231;5,949;6,231;5,519;5,519;5,411;5,411;5,411;5,411;5,411;5,411;5,411;5,411;5,411;5,411;5,411;5,303;5,303;5,303;5,303;5,303;5,303;5,196;5,196;5,196;5,196;5,196;---;5,196;5,554;6,957
  05/1989;5,196;5,196;5,196;5,196;5,303;5,810;5,303;5,303;5,303;5,196;5,196;5,196;5,196;5,089;5,089;5,089;4,983;4,983;4,983;5,196;5,196;5,089;4,983;4,983;4,983;4,983;4,983;4,983;4,983;4,983;4,983;4,983;5,133;5,810
  06/1989;4,983;4,983;4,983;4,983;4,983;4,983;4,983;4,983;4,983;3,477;6,231;5,519;3,912;3,572;3,477;3,477;3,477;3,382;3,382;3,103;2,743;3,149;3,572;4,983;5,411;4,060;3,863;3,765;3,765;3,765;---;2,743;4,231;6,231
  07/1989;3,765;3,765;3,765;3,765;3,668;3,668;3,477;3,477;3,477;3,477;3,382;3,382;3,382;3,289;3,289;3,289;3,382;3,382;3,289;3,289;3,289;3,289;3,289;3,289;3,289;4,983;5,303;7,710;5,949;9,622;10,976;3,289;4,214;10,976
  08/1989;5,671;4,878;3,668;3,572;3,382;3,289;3,196;3,196;3,196;3,196;3,103;3,103;3,012;3,012;3,012;3,196;3,196;3,103;3,103;3,012;3,012;3,012;3,196;3,103;3,477;4,464;4,160;4,464;3,961;3,961;3,863;3,012;3,509;5,671
  09/1989;3,863;11,500;11,150;10,976;10,804;10,804;10,804;10,804;12,211;12,032;11,150;10,976;14,242;17,791;17,180;17,180;17,180;16,778;16,577;16,577;16,378;16,378;16,378;16,378;16,378;16,577;16,577;16,378;16,180;16,180;---;3,863;14,145;17,791
  10/1989;15,785;15,785;15,785;15,785;15,785;15,200;15,200;15,007;15,007;15,007;15,007;15,200;11,237;7,557;7,405;7,405;7,405;9,293;11,150;11,150;10,376;9,622;9,622;9,622;9,622;9,622;10,291;9,788;9,622;9,622;9,622;7,405;11,761;15,785
  11/1989;7,105;4,260;4,260;4,260;4,260;4,160;4,160;4,160;4,311;4,826;4,669;6,090;6,736;4,826;4,362;4,260;4,260;4,362;4,464;6,663;9,539;8,489;6,591;5,603;10,632;7,031;6,090;6,374;5,519;5,411;---;4,160;5,591;10,632
  12/1989;5,303;4,260;4,160;4,160;4,160;4,160;4,060;4,060;4,060;4,060;4,160;4,566;7,557;5,303;4,669;4,260;4,160;4,160;4,464;4,773;4,669;4,260;4,260;4,160;4,160;4,060;4,260;4,566;4,669;4,669;8,018;4,060;4,589;8,018
  01/1990;12,482;31,949;22,375;11,063;36,832;48,018;63,022;62,389;61,129;61,129;61,129;61,601;62,073;60,190;55,875;40,855;31,200;30,951;30,951;30,704;30,704;26,719;21,168;19,984;19,665;19,665;15,297;10,123;8,568;5,089;4,983;4,983;34,125;63,022
  02/1990;4,878;4,773;4,773;4,773;4,669;4,669;4,773;4,773;4,773;4,983;4,669;4,669;4,983;4,983;4,930;4,669;4,669;4,669;4,566;4,566;4,566;4,566;5,357;4,878;5,089;5,671;5,411;6,231;---;---;---;4,566;4,892;6,231
  03/1990;5,411;5,196;5,196;5,411;7,105;5,411;5,303;5,303;5,303;5,303;5,949;6,663;5,196;5,089;5,089;4,773;4,773;5,089;9,788;8,647;8,174;8,968;9,457;7,105;6,518;5,519;5,411;5,303;5,196;5,196;5,196;4,773;6,066;9,788
  04/1990;5,196;5,196;5,089;4,983;4,983;4,983;5,671;6,090;5,411;5,303;5,089;4,983;4,983;4,983;4,983;4,878;4,878;4,983;5,303;5,671;5,196;5,196;5,089;4,983;4,983;4,878;4,878;4,878;4,878;5,810;---;4,878;5,147;6,090
  05/1990;5,949;5,671;4,260;4,060;3,863;3,863;3,863;3,765;3,765;3,382;3,196;3,289;3,196;3,196;3,289;4,060;3,477;4,566;3,477;3,289;3,103;3,012;3,012;3,012;3,012;2,921;2,921;2,921;2,832;2,832;2,832;2,832;3,545;5,949
  06/1990;2,832;2,832;2,832;2,832;2,832;2,832;2,832;2,832;2,743;2,655;2,655;2,655;2,655;2,743;2,743;2,655;2,655;2,655;3,632;2,902;2,902;2,902;3,191;3,046;3,046;3,046;3,046;3,046;3,046;3,046;---;2,655;2,877;3,632
  07/1990;3,046;3,046;3,046;3,046;3,046;3,046;4,683;4,836;4,836;4,836;5,144;5,144;4,990;4,836;4,836;4,836;8,330;6,873;9,236;8,003;6,396;5,765;5,609;5,609;5,765;5,765;5,454;6,237;5,298;5,144;5,454;3,046;5,232;9,236
  08/1990;4,990;4,990;4,990;4,990;4,990;4,990;4,990;4,990;4,836;4,836;4,836;4,836;4,836;4,836;4,836;4,836;5,687;5,609;5,298;8,576;5,922;5,454;5,144;5,144;4,990;4,990;4,836;6,396;6,713;4,836;4,683;4,683;5,254;8,576
  09/1990;4,836;6,237;5,144;4,836;4,683;5,454;4,836;6,396;5,298;4,990;4,990;4,836;5,144;7,033;6,554;5,765;5,144;4,990;4,836;4,836;4,683;4,683;5,609;6,475;5,531;5,144;5,144;4,836;4,836;4,990;---;4,683;5,292;7,033
  10/1990;5,531;5,765;5,298;5,144;5,765;8,988;8,003;5,609;5,298;5,144;5,144;5,922;5,454;5,144;5,922;7,114;8,330;6,953;6,475;6,873;6,079;5,454;5,298;5,298;5,298;5,298;5,144;4,990;4,836;4,836;4,683;4,683;5,842;8,988
  11/1990;4,683;6,713;5,376;4,990;5,144;5,922;5,144;5,221;5,609;5,765;5,609;5,144;4,990;5,144;4,836;4,683;4,683;6,634;5,144;4,990;4,836;5,221;4,683;5,765;5,454;4,836;5,376;5,765;5,609;5,454;---;4,683;5,314;6,713
  12/1990;5,298;4,760;4,531;4,380;4,380;4,380;4,380;4,380;4,380;4,380;5,609;5,454;4,913;7,678;6,396;5,454;4,990;4,836;5,144;10,827;6,316;5,298;4,990;4,683;5,298;5,376;4,683;4,531;4,607;4,683;4,531;4,380;5,211;10,827
  01/1991;4,380;4,380;4,380;7,194;9,153;5,609;4,990;4,760;4,531;4,531;4,531;6,316;5,144;4,836;6,554;10,743;8,988;6,793;5,609;5,454;5,298;5,298;5,298;5,298;4,836;7,759;24,795;10,228;7,324;6,249;4,913;4,380;6,651;24,795
  02/1991;4,660;8,151;5,768;13,190;8,850;6,459;9,815;6,671;5,701;29,182;13,925;7,250;6,529;13,008;11,588;11,242;11,071;11,762;13,281;12,113;11,071;11,071;10,900;10,900;9,571;4,197;6,041;4,786;---;---;---;4,197;9,955;29,182
  03/1991;7,250;6,529;7,696;9,409;6,041;5,701;9,009;8,074;5,701;5,171;4,660;5,367;4,660;7,771;5,566;4,535;4,298;4,197;4,977;6,600;7,998;14,205;7,771;5,633;5,041;17,207;13,372;21,595;23,247;24,942;63,833;4,197;10,582;63,833
  04/1991;85,331;93,657;92,922;92,189;91,093;90,366;90,184;89,821;87,476;87,117;77,115;46,376;30,894;30,771;30,894;30,648;29,912;29,668;29,424;29,424;29,182;24,713;18,219;18,015;28,699;71,527;71,360;77,975;76,944;75,576;---;18,015;58,583;93,657
  05/1991;75,236;59,244;46,376;38,890;38,354;38,354;38,354;38,890;34,039;28,459;23,807;23,358;17,812;15,246;16,216;16,216;15,439;15,246;15,055;13,372;11,071;12,202;16,413;16,216;16,216;16,216;14,769;11,937;11,156;11,588;11,588;11,071;24,430;75,236
  06/1991;11,588;11,588;11,414;7,104;7,398;8,304;8,459;8,459;8,304;8,074;8,459;8,615;8,615;8,615;8,615;8,615;8,615;8,459;6,959;6,959;8,459;8,772;8,615;9,009;10,311;8,929;8,772;8,772;8,772;8,929;---;6,959;8,752;11,588
  07/1991;8,772;8,615;8,615;8,615;8,615;8,615;8,459;8,459;8,459;8,459;8,929;8,615;8,615;8,929;8,615;8,615;8,615;8,615;8,459;8,459;8,459;8,459;8,459;8,304;8,304;8,304;8,304;8,304;8,304;8,304;8,304;8,304;8,515;8,929
  08/1991;8,304;8,304;8,304;8,304;8,151;8,151;8,151;8,304;8,304;8,304;8,151;8,151;8,151;8,151;7,998;7,998;7,998;7,998;7,998;8,151;8,151;8,151;8,151;8,151;8,151;8,151;8,151;8,151;8,151;8,151;8,151;7,998;8,161;8,304
  09/1991;8,151;8,151;8,151;8,151;8,151;8,151;8,151;8,151;7,998;7,998;7,998;7,998;7,998;7,998;7,998;7,998;7,998;7,846;8,151;8,304;7,998;7,998;7,846;7,846;7,998;8,304;7,998;7,998;8,850;11,156;---;7,846;8,183;11,156
  10/1991;14,298;9,733;10,394;8,615;8,304;8,615;19,461;10,646;9,733;11,762;14,111;13,740;13,555;13,555;13,555;13,372;13,372;14,111;14,298;14,298;14,111;14,111;24,259;24,259;24,259;24,259;24,259;24,259;24,259;24,259;24,259;8,304;16,003;24,259
  11/1991;24,259;24,942;25,171;24,486;24,259;24,259;24,259;24,259;24,713;24,486;24,259;21,812;17,408;17,408;22,691;17,711;17,007;14,960;12,290;12,290;12,113;12,113;12,113;12,113;11,242;9,733;9,571;9,571;8,850;8,304;---;8,304;17,622;25,171
  12/1991;8,537;7,922;7,696;7,696;7,696;7,696;7,846;7,998;7,846;8,382;7,846;6,959;6,814;6,671;6,671;7,104;6,814;6,814;7,998;10,145;7,546;7,922;10,815;7,846;7,696;7,846;7,398;8,850;7,250;6,959;7,324;6,671;7,761;10,815
  01/1992;7,546;8,151;7,104;7,846;8,459;7,250;6,959;6,814;6,814;6,814;6,459;5,701;5,701;5,701;6,959;3,797;5,301;5,301;5,301;5,041;5,701;6,110;6,249;5,972;5,836;8,693;6,318;6,110;5,972;6,671;6,671;3,797;6,430;8,693
  02/1992;6,671;6,388;6,110;6,110;6,110;5,972;7,922;5,904;4,298;4,400;3,996;3,896;3,797;3,797;3,601;3,504;3,504;3,504;3,407;3,504;3,504;3,504;3,504;4,400;4,197;6,743;4,535;4,096;3,896;---;---;3,407;4,647;7,922
  03/1992;3,699;4,660;3,996;3,896;5,171;4,913;3,996;4,535;4,977;4,096;4,247;3,896;3,896;3,896;3,797;3,699;4,535;4,660;4,197;7,250;5,500;4,096;4,146;4,597;4,400;4,298;3,896;3,996;3,896;6,179;6,959;3,699;4,515;7,250
  04/1992;10,985;5,633;4,349;4,096;3,996;3,896;3,797;3,699;3,601;3,601;3,504;3,504;3,504;6,110;4,298;3,797;3,699;3,504;3,504;3,650;3,996;3,797;3,699;3,699;3,699;3,699;5,041;3,896;3,699;3,996;---;3,504;4,198;10,985
  05/1992;3,797;7,104;4,913;12,290;7,398;4,849;4,298;4,096;3,896;3,797;3,699;3,699;3,847;3,996;3,797;3,699;3,699;3,699;4,197;4,046;3,797;3,699;3,946;3,847;3,699;3,601;3,601;3,601;3,504;3,504;3,504;3,504;4,359;12,290
  06/1992;3,504;3,504;3,407;3,407;3,504;3,504;3,504;3,504;3,504;3,504;4,046;3,121;3,027;3,504;3,504;3,504;3,504;3,407;3,504;3,504;3,504;3,504;3,504;3,504;3,407;3,407;3,407;3,407;3,407;3,407;---;3,027;3,464;4,046
  07/1992;3,407;3,407;3,407;3,407;3,407;3,311;3,407;4,046;5,500;3,896;3,601;3,504;3,504;3,504;3,407;3,407;3,407;3,407;3,407;3,407;3,407;3,407;3,407;3,311;3,407;3,407;3,407;3,311;3,311;3,311;3,311;3,311;3,508;5,500
  08/1992;3,311;3,311;3,311;3,311;3,311;3,311;3,216;3,216;3,216;3,216;3,216;3,216;3,216;3,216;3,216;3,216;3,216;3,216;3,216;3,216;3,216;3,216;3,407;3,601;3,407;3,311;3,216;3,216;3,407;3,216;3,216;3,216;3,268;3,601
  09/1992;3,216;3,216;3,216;3,455;3,504;3,311;4,096;3,504;3,311;3,216;3,121;3,311;3,797;3,311;4,096;7,472;4,349;5,171;3,847;3,699;3,504;3,407;3,504;3,407;3,407;3,407;3,407;3,650;3,504;3,407;---;3,121;3,694;7,472
  10/1992;3,407;3,504;8,304;3,407;3,074;3,650;6,529;6,041;8,929;4,349;3,263;3,168;6,179;3,601;2,934;2,658;2,567;2,567;3,263;2,567;2,477;2,388;2,300;2,212;2,126;2,040;2,040;3,504;8,074;7,998;6,179;2,040;4,042;8,929
  11/1992;3,601;4,849;4,473;7,922;7,250;4,298;6,110;6,671;5,301;9,009;4,349;3,699;6,529;3,407;2,934;2,841;3,311;3,027;2,841;2,749;2,567;3,121;4,723;5,433;7,546;6,459;4,046;3,601;3,027;2,841;---;2,567;4,618;9,009
  12/1992;3,216;9,328;5,367;3,601;3,311;2,934;4,723;3,650;3,027;3,311;7,472;8,382;4,660;3,601;3,216;3,027;3,311;4,298;3,504;3,216;3,027;2,749;2,567;2,567;2,567;2,567;2,477;2,477;2,388;2,388;2,567;2,388;3,726;9,328
  01/1993;2,344;2,300;2,388;2,703;2,477;2,934;2,567;3,650;3,216;5,972;4,660;4,660;4,146;3,650;2,934;2,795;2,749;2,841;3,027;2,934;3,552;2,795;2,658;2,658;2,887;2,749;2,749;2,522;2,477;2,388;3,455;2,300;3,092;5,972
  02/1993;3,216;2,749;2,749;3,996;6,743;4,597;3,359;3,074;2,934;2,795;2,795;2,795;5,041;5,768;13,281;23,024;11,588;6,671;4,723;4,197;3,847;7,998;5,367;5,433;4,349;3,847;3,748;9,009;---;---;---;2,749;5,703;23,024
  03/1993;4,977;3,896;3,601;4,535;6,249;4,977;3,748;3,407;3,216;3,121;3,027;3,946;3,168;2,934;3,359;3,121;3,168;3,504;3,216;3,027;2,934;4,247;4,660;7,998;18,117;6,814;4,535;4,786;3,946;3,748;3,552;2,934;4,501;18,117
  04/1993;3,407;3,407;3,311;5,433;4,660;4,535;3,552;3,311;5,701;4,046;3,504;3,311;3,311;3,216;3,121;3,027;2,934;2,934;2,934;2,934;2,887;2,841;2,841;3,946;3,504;2,980;2,841;2,841;2,841;2,749;---;2,749;3,429;5,701
  05/1993;2,749;2,749;3,699;4,660;3,407;3,946;3,407;2,980;2,887;2,841;2,749;2,703;2,658;2,658;3,074;2,887;2,795;2,749;2,658;2,658;2,612;2,567;2,567;2,567;2,567;2,567;2,567;2,567;2,567;3,168;5,500;2,567;2,991;5,500
  06/1993;4,786;3,946;3,359;3,121;3,552;3,311;3,263;3,074;3,027;2,934;2,934;2,934;2,887;2,841;2,841;2,841;2,841;2,934;3,601;3,074;2,887;2,841;2,841;2,795;2,749;2,749;2,749;2,749;2,749;2,658;---;2,658;3,062;4,786
  07/1993;2,703;2,612;2,567;2,567;2,567;2,567;2,658;2,612;2,567;2,567;2,522;2,477;2,477;2,477;2,749;2,795;2,612;2,567;2,567;2,522;2,477;2,477;2,433;2,388;2,388;2,388;2,388;2,388;2,388;2,388;2,388;2,388;2,524;2,795
  08/1993;2,388;2,388;2,388;2,388;2,388;2,388;2,388;2,388;2,388;2,344;2,300;2,300;2,256;2,212;2,212;2,300;2,344;2,300;2,300;2,256;2,212;2,212;2,212;2,477;3,504;2,887;2,477;2,388;2,256;2,212;2,169;2,169;2,375;3,504
  09/1993;2,126;2,126;2,126;2,126;2,126;2,126;2,126;2,126;2,212;2,212;2,212;2,169;2,126;2,567;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
  01/2002;2,866;2,689;2,410;2,203;2,306;3,371;3,702;2,974;8,430;5,108;3,335;2,866;4,760;8,137;7,022;6,414;4,683;3,702;3,444;22,980;7,022;5,108;4,837;5,420;5,538;4,339;3,444;3,335;3,081;2,795;2,654;2,203;4,870;22,980
  02/2002;2,619;2,479;2,514;2,101;1,932;1,799;2,135;2,203;3,045;4,760;4,991;4,038;3,371;2,549;2,306;2,067;2,271;2,033;1,799;1,700;2,306;4,339;5,577;4,000;2,866;2,375;2,101;2,375;---;---;---;1,700;2,809;5,577
  03/2002;2,514;3,851;2,974;3,408;2,237;1,966;1,765;1,732;2,938;1,898;1,634;1,569;1,536;1,472;3,335;2,866;2,271;2,375;3,481;2,237;2,101;2,033;1,898;2,101;4,798;4,226;3,298;4,606;2,902;2,375;2,203;1,472;2,600;4,798
  04/2002;2,033;1,932;1,832;3,262;5,381;2,479;3,262;5,974;2,902;2,375;2,067;1,932;1,799;1,732;1,667;1,634;1,569;1,569;1,536;1,472;1,472;1,376;1,344;1,344;1,344;---;---;---;---;---;---;---;---;---
  05/2002;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1,033;1,472;1,799;1,865;1,832;2,169;2,689;2,584;2,203;1,932;1,898;1,865;1,865;1,732;1,732;1,732;1,732;---;---;---
  06/2002;1,732;1,732;1,732;1,799;1,732;1,799;1,799;1,865;1,799;1,732;1,700;1,700;1,667;1,732;1,732;1,732;1,732;1,700;1,667;1,667;1,667;1,667;1,667;1,667;1,634;1,700;1,667;1,667;1,667;1,634;---;1,634;1,713;1,865
  07/2002;1,601;1,601;1,634;1,667;1,634;1,601;1,601;1,601;1,601;1,601;1,601;1,799;1,865;1,732;1,667;1,667;1,601;1,601;1,601;1,601;1,601;1,601;1,601;1,601;1,536;1,472;1,472;1,536;1,408;1,376;1,376;1,376;1,595;1,865
  08/2002;1,376;2,203;3,190;2,795;1,999;2,237;2,654;1,569;1,281;1,125;1,094;1,003;0,972;0,942;0,942;0,942;0,942;0,942;0,912;0,912;0,912;0,882;0,853;0,794;0,794;0,853;0,794;0,794;0,736;0,972;0,972;0,736;1,271;3,190
  09/2002;1,033;1,003;0,942;0,882;0,853;0,823;1,569;1,569;1,187;1,003;0,972;0,882;0,853;0,912;0,972;0,972;0,942;0,882;0,972;0,882;3,190;2,444;1,634;1,312;1,218;1,094;1,156;1,156;1,094;1,033;---;0,823;1,181;3,190
  10/2002;1,003;1,094;1,003;1,003;1,003;1,003;1,003;0,942;0,942;0,882;0,882;0,853;0,765;0,707;1,033;1,281;1,832;2,306;2,410;2,654;2,444;2,479;2,479;2,444;2,410;2,619;2,444;2,479;2,444;3,009;2,375;0,707;1,685;3,009
  11/2002;1,832;1,634;1,569;1,569;1,601;1,634;1,569;1,536;1,569;1,440;2,203;1,932;1,865;2,067;2,033;1,966;1,932;1,732;1,700;1,634;1,440;1,344;1,312;1,376;1,344;2,584;2,866;3,665;3,226;3,190;---;1,312;1,912;3,665
