data,pme,etp,qin,qobs,tmed,qsim,qobs_imp,res
2016-12-05,1.75,4.81,1.38,5.66,19.83,5.62,5.66,0.04
2016-12-06,0.0,5.17,1.52,5.74,21.98,5.08,5.74,0.66
2016-12-07,1.0,4.17,1.4,5.2,22.95,4.36,5.2,0.84
2016-12-08,3.38,4.77,1.27,4.95,24.17,4.12,4.95,0.83
2016-12-09,2.75,4.13,1.51,4.93,23.41,4.32,4.93,0.61
2016-12-10,0.88,4.09,1.48,4.98,23.58,4.51,4.98,0.47
2016-12-11,5.12,4.14,1.33,4.97,22.58,4.53,4.97,0.44
2016-12-12,18.38,3.5,2.32,6.72,21.3,6.01,6.72,0.71
2016-12-13,1.62,4.1,3.23,10.53,24.3,9.02,10.53,1.51
2016-12-14,0.0,4.65,2.64,11.45,22.42,9.64,11.45,1.81
2016-12-15,0.0,4.83,2.19,8.37,16.84,7.38,8.37,0.99
2016-12-16,0.0,4.5,2.02,6.63,17.92,5.49,6.63,1.14
2016-12-17,8.75,5.85,1.88,5.61,20.6,5.31,5.61,0.3
2016-12-18,2.62,5.51,2.02,6.93,21.26,6.29,6.93,0.64
2016-12-19,16.12,4.54,1.92,7.59,21.29,7.68,7.59,-0.09
2016-12-20,1.12,4.23,3.96,7.49,21.9,9.44,7.49,-1.95
2016-12-21,4.5,3.87,3.68,8.38,22.44,9.89,8.38,-1.51
2016-12-22,0.0,4.15,2.41,8.37,23.52,8.67,8.37,-0.3
2016-12-23,16.12,4.38,1.98,7.47,25.01,8.22,7.47,-0.75
2016-12-24,0.12,4.41,2.97,9.23,24.49,9.65,9.23,-0.42
2016-12-25,14.38,4.33,2.12,9.47,24.58,10.72,9.47,-1.25
2016-12-26,0.25,5.46,2.84,9.09,26.2,11.02,9.09,-1.93
2016-12-27,0.0,5.42,1.96,8.73,27.42,9.84,8.73,-1.11
2016-12-28,8.88,4.63,1.74,7.24,25.48,7.91,7.24,-0.67
2016-12-29,5.12,3.85,1.71,10.13,25.45,7.82,10.13,2.31
2016-12-30,0.12,3.4,1.93,10.57,25.66,8.31,10.57,2.26
2016-12-31,1.38,4.51,1.59,7.41,25.22,7.15,7.41,0.26
2017-01-01,0.12,5.06,1.52,6.52,25.0,5.61,6.52,0.91
2017-01-02,0.0,4.73,1.42,6.0,25.13,4.85,6.0,1.15
2017-01-03,2.88,4.57,1.28,4.85,23.76,4.67,4.85,0.18
2017-01-04,0.0,4.84,1.25,4.19,24.04,4.74,4.19,-0.55
2017-01-05,1.5,4.59,1.39,4.76,25.81,4.67,4.76,0.09
2017-01-06,1.62,4.8,1.37,4.46,24.89,4.43,4.46,0.03
2017-01-07,14.62,4.66,1.35,4.42,23.41,5.36,4.42,-0.94
2017-01-08,0.0,4.57,1.52,9.06,23.7,7.71,9.06,1.35
2017-01-09,23.38,4.65,1.39,9.53,24.77,10.04,9.53,-0.51
2017-01-10,29.62,4.79,2.14,8.18,24.62,15.45,8.18,-7.27
2017-01-11,8.38,4.14,4.52,12.18,24.08,22.41,12.18,-10.23
2017-01-12,20.0,3.35,4.5,14.5,22.59,24.73,14.5,-10.23
2017-01-13,4.38,4.22,5.37,14.86,22.4,23.49,14.86,-8.63
2017-01-14,16.5,4.53,4.0,15.23,24.34,21.91,15.23,-6.68
2017-01-15,2.75,4.29,5.46,15.5,24.1,20.66,15.5,-5.16
2017-01-16,28.25,4.47,4.39,17.1,23.15,21.58,17.1,-4.48
2017-01-17,32.12,4.36,10.53,17.62,21.48,30.34,17.62,-12.72
2017-01-18,15.0,4.38,9.07,31.91,21.14,42.72,31.91,-10.81
2017-01-19,10.5,4.31,6.57,31.5,21.24,44.76,31.5,-13.26
2017-01-20,10.88,4.15,5.54,26.2,20.2,36.52,26.2,-10.32
2017-01-21,33.12,4.29,5.7,22.53,19.73,33.72,22.53,-11.19
2017-01-22,4.62,4.06,9.35,35.03,18.97,39.69,35.03,-4.66
2017-01-23,1.12,4.23,7.62,38.54,21.27,38.37,38.54,0.17
2017-01-24,12.62,4.69,4.74,27.49,23.39,28.12,27.49,-0.63
2017-01-25,11.0,5.5,3.94,24.52,23.94,24.14,24.52,0.38
2017-01-26,5.62,4.28,3.56,28.18,22.27,25.61,28.18,2.57
2017-01-27,4.38,3.86,3.3,21.02,21.91,23.34,21.02,-2.32
2017-01-28,1.75,5.04,3.19,16.19,23.38,18.37,16.19,-2.18
2017-01-29,0.0,4.73,2.55,14.01,24.8,14.07,14.01,-0.06
2017-01-30,0.38,4.34,2.1,12.36,23.62,11.14,12.36,1.22
2017-01-31,10.75,5.15,1.84,13.32,23.25,11.05,13.32,2.27
2017-02-01,4.0,5.37,1.61,14.54,21.47,14.18,14.54,0.36
2017-02-02,16.0,4.48,1.59,12.46,22.48,17.79,12.46,-5.33
2017-02-03,2.0,5.29,2.16,12.55,23.27,20.38,12.55,-7.83
2017-02-04,4.12,4.18,1.92,12.69,22.62,19.12,12.69,-6.43
2017-02-05,9.0,4.28,1.57,11.87,24.7,15.8,11.87,-3.93
2017-02-06,12.12,4.33,1.7,13.7,24.23,16.74,13.7,-3.04
2017-02-07,0.12,5.15,1.62,23.4,23.2,19.47,23.4,3.93
2017-02-08,0.0,5.29,1.45,15.06,23.55,16.96,15.06,-1.9
2017-02-09,0.0,5.71,1.38,11.55,22.6,11.52,11.55,0.03
2017-02-10,0.0,4.63,1.36,9.64,22.88,8.53,9.64,1.11
2017-02-11,0.0,4.97,1.31,8.69,25.25,7.85,8.69,0.84
2017-02-12,0.0,5.61,1.22,8.0,25.7,7.62,8.0,0.38
2017-02-13,0.0,4.92,1.23,7.71,26.61,7.44,7.71,0.27
2017-02-14,0.0,4.67,1.33,6.93,26.42,7.3,6.93,-0.37
2017-02-15,0.0,3.2,1.32,6.44,26.42,7.21,6.44,-0.77
2017-02-16,0.0,3.55,1.25,6.0,25.55,7.13,6.0,-1.13
2017-02-17,5.62,4.31,1.21,5.69,26.35,7.55,5.69,-1.86
2017-02-18,0.0,3.86,1.23,5.79,26.82,8.66,5.79,-2.87
2017-02-19,0.0,4.65,1.26,6.32,27.15,8.77,6.32,-2.45
2017-02-20,0.0,5.0,1.26,5.88,25.49,7.64,5.88,-1.76
2017-02-21,0.0,4.77,1.22,5.32,24.48,6.79,5.32,-1.47
2017-02-22,0.0,4.4,1.19,5.06,24.49,6.55,5.06,-1.49
2017-02-23,1.12,4.71,1.16,4.89,26.42,6.41,4.89,-1.52
2017-02-24,15.12,4.3,1.14,4.91,24.27,7.95,4.91,-3.04
2017-02-25,4.38,3.74,1.58,5.19,21.15,11.94,5.19,-6.75
2017-02-26,2.5,4.16,1.43,6.93,22.52,13.59,6.93,-6.66
2017-02-27,0.0,4.14,1.53,7.83,22.83,10.98,7.83,-3.15
2017-02-28,0.0,4.1,1.38,7.42,24.01,8.1,7.42,-0.68
2017-03-01,0.0,4.06,1.13,6.78,25.75,6.83,6.78,-0.05
2017-03-02,7.0,4.06,1.09,6.18,25.18,6.91,6.18,-0.73
2017-03-03,22.75,3.67,1.27,7.28,22.71,10.78,7.28,-3.5
2017-03-04,9.5,4.24,1.26,8.35,23.68,17.86,8.35,-9.51
2017-03-05,4.0,3.66,1.26,8.57,23.36,20.38,8.57,-11.81
2017-03-06,15.62,3.8,1.72,8.91,22.29,17.75,8.91,-8.84
2017-03-07,37.88,3.82,5.06,12.91,22.83,22.54,12.91,-9.63
2017-03-08,16.62,3.34,7.74,20.88,22.8,36.49,20.88,-15.61
2017-03-09,0.25,4.16,4.71,29.48,24.58,41.56,29.48,-12.08
2017-03-10,0.0,3.73,2.72,21.76,25.34,30.18,21.76,-8.42
2017-03-11,8.75,3.99,2.11,14.74,24.95,17.66,14.74,-2.92
2017-03-12,0.0,3.81,1.82,11.71,25.96,14.04,11.71,-2.33
2017-03-13,0.0,3.44,1.65,9.6,23.28,12.9,9.6,-3.3
2017-03-14,31.38,4.09,1.78,10.14,21.68,15.09,10.14,-4.95
2017-03-15,0.0,4.17,2.07,10.63,23.03,23.98,10.63,-13.35
2017-03-16,0.0,3.97,1.96,9.46,24.54,25.69,9.46,-16.23
2017-03-17,18.75,4.24,1.79,9.45,23.6,19.48,9.45,-10.03
2017-03-18,4.5,3.51,1.82,11.54,19.69,19.68,11.54,-8.14
2017-03-19,18.38,3.64,2.08,10.66,17.78,23.53,10.66,-12.87
2017-03-20,0.0,3.92,3.75,21.26,19.54,24.82,21.26,-3.56
2017-03-21,0.0,3.8,2.44,15.93,19.34,21.67,15.93,-5.74
2017-03-22,0.0,3.44,2.11,12.18,20.79,14.97,12.18,-2.79
2017-03-23,0.0,3.76,1.85,9.97,20.78,10.43,9.97,-0.46
2017-03-24,0.0,4.12,1.7,8.85,21.96,9.16,8.85,-0.31
2017-03-25,0.0,4.28,1.63,8.09,22.05,8.7,8.09,-0.61
2017-03-26,0.0,4.0,1.59,7.61,20.82,8.42,7.61,-0.81
2017-03-27,0.0,3.73,1.56,7.07,20.36,8.22,7.07,-1.15
2017-03-28,1.0,4.08,1.63,6.81,20.82,8.08,6.81,-1.27
2017-03-29,0.0,3.91,1.58,6.76,19.88,7.97,6.76,-1.21
2017-03-30,0.0,3.36,1.53,6.55,19.5,7.85,6.55,-1.3
2017-03-31,0.0,3.93,1.75,6.17,18.69,7.73,6.17,-1.56
2017-04-01,0.0,3.98,1.7,5.88,18.59,7.66,5.88,-1.78
2017-04-02,0.0,3.71,1.53,5.77,19.21,7.59,5.77,-1.82
2017-04-03,0.0,3.91,1.47,5.67,20.57,7.44,5.67,-1.77
2017-04-04,0.0,3.84,1.45,5.56,22.1,7.25,5.56,-1.69
2017-04-05,0.0,4.14,1.43,5.41,24.06,7.09,5.41,-1.68
2017-04-06,33.12,3.66,1.57,6.08,22.9,11.27,6.08,-5.19
2017-04-07,15.88,3.64,2.64,13.95,20.74,22.79,13.95,-8.84
2017-04-08,0.0,3.76,2.95,18.78,22.4,29.5,18.78,-10.72
2017-04-09,0.0,3.84,2.18,13.31,22.42,22.96,13.31,-9.65
2017-04-10,0.0,3.6,1.77,10.9,23.42,13.38,10.9,-2.48
2017-04-11,0.0,4.03,1.63,9.89,24.64,9.1,9.89,0.79
2017-04-12,0.0,3.6,1.64,8.75,20.82,8.03,8.75,0.72
2017-04-13,0.0,3.46,1.64,8.2,18.26,7.7,8.2,0.5
2017-04-14,0.0,3.33,1.65,7.79,19.08,7.55,7.79,0.24
2017-04-15,0.0,2.74,1.84,7.47,21.28,7.46,7.47,0.01
2017-04-16,0.0,3.24,1.46,7.25,21.96,7.39,7.25,-0.14
2017-04-17,0.5,3.48,1.44,7.06,19.91,7.24,7.06,-0.18
2017-04-18,0.0,3.84,1.48,6.72,18.62,7.03,6.72,-0.31
2017-04-19,0.0,3.63,1.44,6.45,17.93,6.88,6.45,-0.43
2017-04-20,0.0,3.56,1.34,6.39,20.41,6.76,6.39,-0.37
2017-04-21,9.5,3.28,1.3,6.28,21.03,7.55,6.28,-1.27
2017-04-22,0.62,2.66,1.57,6.78,18.18,9.58,6.78,-2.8
2017-04-23,0.0,2.94,1.69,7.88,17.94,10.0,7.88,-2.12
2017-04-24,0.0,3.37,1.52,7.17,19.54,8.25,7.17,-1.08
2017-04-25,0.0,3.74,1.36,6.86,22.15,6.9,6.86,-0.04
2017-04-26,25.38,2.77,1.43,7.48,20.97,9.43,7.48,-1.95
2017-04-27,1.38,2.53,2.37,11.48,17.63,15.83,11.48,-4.35
2017-04-28,0.0,2.95,2.16,11.24,14.48,17.24,11.24,-6.0
2017-04-29,0.0,2.49,1.9,9.41,15.72,12.1,9.41,-2.69
2017-04-30,0.0,3.1,1.82,8.39,17.71,8.16,8.39,0.23
2017-05-01,0.0,3.28,1.75,7.8,18.24,7.22,7.8,0.58
2017-05-02,0.0,3.12,1.65,7.38,18.33,6.93,7.38,0.45
2017-05-03,0.12,3.24,1.61,7.01,18.54,6.75,7.01,0.26
2017-05-04,0.5,2.88,1.49,6.75,19.49,6.58,6.75,0.17
2017-05-05,39.88,2.59,3.18,8.64,18.25,11.58,8.64,-2.94
2017-05-06,1.38,2.9,4.47,19.54,17.95,22.85,19.54,-3.31
2017-05-07,0.0,2.52,3.24,17.53,18.58,25.67,17.53,-8.14
2017-05-08,0.12,2.86,2.17,13.37,18.13,16.95,13.37,-3.58
2017-05-09,0.25,3.07,1.88,10.38,19.71,9.9,10.38,0.48
2017-05-10,0.0,2.53,1.88,7.9,19.42,7.97,7.9,-0.07
2017-05-11,0.0,2.47,1.85,6.99,17.89,7.39,6.99,-0.4
2017-05-12,0.0,2.7,1.76,6.44,17.66,7.18,6.44,-0.74
2017-05-13,0.12,2.68,1.6,6.12,19.75,7.01,6.12,-0.89
2017-05-14,2.38,2.67,1.45,5.85,21.8,6.92,5.85,-1.07
2017-05-15,0.0,2.63,1.54,5.68,19.16,6.96,5.68,-1.28
2017-05-16,0.0,2.76,1.62,5.51,17.65,6.87,5.51,-1.36
2017-05-17,0.0,2.27,1.65,5.39,17.11,6.6,5.39,-1.21
2017-05-18,12.25,1.67,1.6,5.44,17.26,7.69,5.44,-2.25
2017-05-19,43.62,1.41,3.54,10.13,16.12,16.82,10.13,-6.69
2017-05-20,0.12,2.58,5.05,21.77,20.61,30.93,21.77,-9.16
2017-05-21,23.25,2.1,3.58,18.99,19.23,35.23,18.99,-16.24
2017-05-22,4.5,2.78,4.79,22.3,17.84,31.11,22.3,-8.81
2017-05-23,0.12,2.16,4.05,22.11,17.11,25.54,22.11,-3.43
2017-05-24,0.0,2.38,3.13,14.81,17.94,17.91,14.81,-3.1
2017-05-25,0.25,2.42,2.55,11.72,19.96,11.79,11.72,-0.07
2017-05-26,0.0,2.42,2.15,9.96,21.82,9.52,9.96,0.44
2017-05-27,0.12,2.35,2.06,8.9,20.6,8.65,8.9,0.25
2017-05-28,0.0,1.99,2.03,8.21,19.62,8.21,8.21,0.0
2017-05-29,0.12,2.48,1.94,7.82,19.27,7.96,7.82,-0.14
2017-05-30,0.0,2.33,1.81,7.4,19.0,7.77,7.4,-0.37
2017-05-31,0.0,2.37,1.64,7.1,19.89,7.57,7.1,-0.47
2017-06-01,0.75,1.81,1.56,6.87,18.71,7.34,6.87,-0.47
2017-06-02,0.25,2.07,1.69,6.85,16.02,7.15,6.85,-0.3
2017-06-03,0.12,2.04,1.63,6.68,17.07,7.03,6.68,-0.35
2017-06-04,0.12,2.21,1.54,6.41,19.23,6.93,6.41,-0.52
2017-06-05,15.5,1.74,1.51,6.38,19.29,8.8,6.38,-2.42
2017-06-06,5.62,1.7,2.18,7.98,19.01,13.82,7.98,-5.84
2017-06-07,0.25,2.01,2.02,,21.06,16.13,6.69,-9.44
2017-06-08,0.12,2.79,1.64,,22.28,12.78,6.62,-6.16
2017-06-09,2.12,2.35,1.6,,20.05,8.88,6.55,-2.33
2017-06-10,0.0,2.36,1.69,,14.64,7.52,6.49,-1.03
2017-06-11,0.25,2.74,1.6,,14.32,7.19,6.43,-0.76
2017-06-12,0.0,2.37,1.58,,15.97,6.88,6.38,-0.5
2017-06-13,3.25,2.34,1.68,,15.26,6.88,6.32,-0.56
2017-06-14,0.25,2.38,1.9,,16.23,7.34,6.27,-1.07
2017-06-15,0.12,1.7,1.92,,16.86,7.48,6.22,-1.26
2017-06-16,0.0,2.12,1.76,,17.17,7.02,6.17,-0.85
2017-06-17,0.0,2.49,1.6,,18.17,6.58,6.12,-0.46
2017-06-18,0.12,2.48,1.56,,18.96,6.33,6.08,-0.25
2017-06-19,0.0,2.31,1.54,6.4,19.44,6.15,6.4,0.25
2017-06-20,0.0,2.05,1.67,6.25,15.78,6.03,6.25,0.22
2017-06-21,0.0,2.1,1.77,6.14,15.91,5.98,6.14,0.16
2017-06-22,0.0,2.42,1.73,6.04,17.69,5.98,6.04,0.06
2017-06-23,0.38,2.49,1.64,5.89,17.27,5.94,5.89,-0.05
2017-06-24,0.12,2.42,1.52,5.74,17.39,5.84,5.74,-0.1
2017-06-25,0.0,2.62,1.5,5.66,17.2,5.69,5.66,-0.03
2017-06-26,0.12,2.73,1.46,5.63,16.61,5.55,5.63,0.08
2017-06-27,0.0,2.64,1.45,5.54,17.29,5.44,5.54,0.1
2017-06-28,0.12,2.64,1.46,5.52,18.09,5.35,5.52,0.17
2017-06-29,0.0,2.58,1.69,5.46,19.45,5.29,5.46,0.17
2017-06-30,0.0,2.57,1.8,5.38,18.69,5.32,5.38,0.06
2017-07-01,0.12,2.19,1.93,5.45,16.94,5.39,5.45,0.06
2017-07-02,0.0,2.28,2.15,5.54,13.6,5.47,5.54,0.07
2017-07-03,0.38,2.06,2.23,5.55,12.75,5.57,5.55,-0.02
2017-07-04,0.0,2.29,2.18,5.53,12.82,5.64,5.53,-0.11
2017-07-05,0.25,2.33,2.18,5.49,13.49,5.64,5.49,-0.15
2017-07-06,0.0,2.85,2.16,5.42,14.71,5.58,5.42,-0.16
2017-07-07,0.0,2.07,2.73,5.45,15.56,5.57,5.45,-0.12
2017-07-08,0.0,1.94,2.81,5.5,16.33,5.7,5.5,-0.2
2017-07-09,0.0,2.34,2.79,5.77,17.19,5.87,5.77,-0.1
2017-07-10,0.0,1.99,2.75,5.86,16.96,5.94,5.86,-0.08
2017-07-11,0.25,2.34,2.53,5.88,18.04,5.87,5.88,0.01
2017-07-12,0.0,2.91,2.44,5.84,17.18,5.73,5.84,0.11
2017-07-13,0.0,2.78,2.42,5.8,16.64,5.56,5.8,0.24
2017-07-14,0.0,3.09,2.42,5.79,17.4,5.43,5.79,0.36
2017-07-15,0.0,3.1,2.32,5.72,18.11,5.34,5.72,0.38
2017-07-16,0.0,2.7,2.31,5.69,19.51,5.26,5.69,0.43
2017-07-17,0.0,2.91,2.29,5.62,19.46,5.17,5.62,0.45
2017-07-18,0.0,2.34,2.37,5.51,11.99,5.1,5.51,0.41
2017-07-19,0.0,2.35,2.43,5.47,10.61,5.08,5.47,0.39
2017-07-20,0.62,2.83,2.37,5.52,15.29,5.08,5.52,0.44
2017-07-21,0.0,2.61,2.36,5.52,17.85,5.05,5.52,0.47
2017-07-22,0.0,2.44,2.4,5.49,16.97,5.0,5.49,0.49
2017-07-23,0.0,2.93,2.49,5.42,18.25,4.96,5.42,0.46
2017-07-24,0.0,2.7,2.62,5.38,18.52,4.97,5.38,0.41
2017-07-25,0.0,2.0,2.6,5.3,18.86,5.01,5.3,0.29
2017-07-26,0.0,2.65,2.51,5.25,18.54,5.02,5.25,0.23
2017-07-27,0.0,2.9,2.47,5.2,17.54,4.97,5.2,0.23
2017-07-28,0.0,3.01,2.56,5.2,16.12,4.89,5.2,0.31
2017-07-29,0.25,2.8,2.64,5.11,17.26,4.87,5.11,0.24
2017-07-30,0.0,2.92,2.62,5.2,17.84,4.88,5.2,0.32
2017-07-31,0.0,2.5,2.43,5.21,17.41,4.86,5.21,0.35
2017-08-01,0.0,2.56,2.25,5.14,16.85,4.75,5.14,0.39
2017-08-02,0.0,2.76,2.16,5.13,19.04,4.58,5.13,0.55
2017-08-03,0.0,2.46,1.96,5.09,19.49,4.4,5.09,0.69
2017-08-04,0.0,2.82,2.29,5.01,14.6,4.26,5.01,0.75
2017-08-05,0.0,2.63,2.34,4.98,14.03,4.25,4.98,0.73
2017-08-06,0.0,2.97,2.28,5.03,14.08,4.31,5.03,0.72
2017-08-07,0.0,3.13,2.14,5.07,16.1,4.31,5.07,0.76
2017-08-08,0.0,3.0,2.14,4.93,19.94,4.23,4.93,0.7
2017-08-09,0.0,3.06,2.3,4.88,23.59,4.16,4.88,0.72
2017-08-10,0.0,2.79,2.43,4.89,16.42,4.17,4.89,0.72
2017-08-11,0.0,3.42,2.47,5.02,16.3,4.24,5.02,0.78
2017-08-12,0.0,3.35,2.43,4.96,17.85,4.29,4.96,0.67
2017-08-13,0.0,3.14,2.31,4.94,20.5,4.28,4.94,0.66
2017-08-14,0.0,3.03,2.33,4.98,20.55,4.21,4.98,0.77
2017-08-15,0.0,2.63,1.74,4.92,14.8,4.08,4.92,0.84
2017-08-16,10.62,2.07,3.63,4.96,15.35,4.63,4.96,0.33
2017-08-17,6.0,2.6,4.0,5.28,15.22,6.73,5.28,-1.45
2017-08-18,3.0,2.54,3.98,7.06,15.31,8.51,7.06,-1.45
2017-08-19,13.25,3.11,4.0,8.67,16.75,9.09,8.67,-0.42
2017-08-20,8.88,2.63,3.02,11.32,16.0,10.37,11.32,0.95
2017-08-21,1.88,2.7,3.38,11.78,12.51,11.06,11.78,0.72
2017-08-22,0.0,3.1,2.57,10.29,13.53,9.25,10.29,1.04
2017-08-23,0.0,3.75,2.49,8.0,16.06,6.7,8.0,1.3
2017-08-24,0.0,3.48,3.05,6.75,16.77,5.38,6.75,1.37
2017-08-25,0.0,3.01,2.93,6.33,17.32,5.14,6.33,1.19
2017-08-26,0.0,3.02,2.7,6.34,18.89,5.18,6.34,1.16
2017-08-27,0.0,3.02,2.55,6.17,19.93,5.09,6.17,1.08
2017-08-28,0.0,3.81,2.53,5.89,19.06,4.92,5.89,0.97
2017-08-29,0.0,3.69,2.7,5.66,18.42,4.8,5.66,0.86
2017-08-30,0.0,4.11,3.49,5.51,22.89,4.85,5.51,0.66
2017-08-31,0.5,3.37,3.78,5.46,17.71,5.16,5.46,0.3
2017-09-01,0.0,3.78,3.96,5.83,17.17,5.56,5.83,0.27
2017-09-02,0.0,3.85,4.02,5.92,17.73,5.84,5.92,0.08
2017-09-03,0.12,3.49,3.92,5.93,18.21,5.96,5.93,-0.03
2017-09-04,0.0,2.74,3.78,5.93,20.47,5.94,5.93,-0.01
2017-09-05,0.0,3.32,3.7,5.85,21.69,5.83,5.85,0.02
2017-09-06,0.0,3.19,3.68,5.74,20.38,5.71,5.74,0.03
2017-09-07,0.0,3.35,3.65,5.68,20.09,5.61,5.68,0.07
2017-09-08,0.0,3.68,3.48,5.69,21.89,5.53,5.69,0.16
2017-09-09,0.0,3.96,3.51,5.59,22.9,5.43,5.59,0.16
2017-09-10,0.0,4.28,3.52,5.53,23.34,5.34,5.53,0.19
2017-09-11,0.0,3.98,3.59,5.44,24.24,5.31,5.44,0.13
2017-09-12,0.0,4.02,3.64,5.34,23.61,5.31,5.34,0.03
2017-09-13,0.0,4.3,3.64,5.3,22.85,5.33,5.3,-0.03
2017-09-14,0.0,4.41,3.6,5.31,25.22,5.33,5.31,-0.02
2017-09-15,0.0,4.72,3.65,5.15,25.71,5.3,5.15,-0.15
2017-09-16,0.0,4.28,3.6,5.08,22.27,5.28,5.08,-0.2
2017-09-17,0.0,4.51,3.55,5.06,22.61,5.24,5.06,-0.18
2017-09-18,0.0,4.47,3.62,4.99,20.89,5.19,4.99,-0.2
2017-09-19,0.0,4.02,3.62,4.94,20.24,5.17,4.94,-0.23
2017-09-20,0.0,3.33,3.6,4.89,19.64,5.16,4.89,-0.27
2017-09-21,0.0,3.99,3.56,4.87,21.76,5.13,4.87,-0.26
2017-09-22,0.0,4.56,3.49,4.86,23.76,5.08,4.86,-0.22
2017-09-23,0.0,5.12,3.44,4.78,22.9,5.02,4.78,-0.24
2017-09-24,0.0,4.4,3.48,4.73,20.04,4.95,4.73,-0.22
2017-09-25,0.0,3.03,3.49,4.75,19.23,4.91,4.75,-0.16
2017-09-26,0.0,2.84,3.29,4.84,18.89,4.87,4.84,-0.03
2017-09-27,0.25,3.89,3.32,4.77,22.48,4.8,4.77,-0.03
2017-09-28,0.38,3.72,3.64,4.63,21.78,4.76,4.63,-0.13
2017-09-29,15.5,3.73,3.57,4.75,18.18,5.44,4.75,-0.69
2017-09-30,20.0,3.36,3.33,6.11,18.32,7.99,6.11,-1.88
2017-10-01,0.12,3.7,3.56,10.9,20.38,10.41,10.9,0.49
2017-10-02,16.25,3.68,2.67,11.54,20.49,10.51,11.54,1.03
2017-10-03,1.0,2.85,2.72,11.33,18.69,9.79,11.33,1.54
2017-10-04,0.0,3.27,1.91,9.0,18.27,8.46,9.0,0.54
2017-10-05,0.0,4.8,1.56,6.44,21.54,6.19,6.44,0.25
2017-10-06,0.0,4.96,1.51,5.38,25.03,4.56,5.38,0.82
2017-10-07,3.62,3.36,1.54,4.83,19.27,4.14,4.83,0.69
2017-10-08,0.38,5.03,1.38,4.68,20.75,4.23,4.68,0.45
2017-10-09,0.0,5.07,1.27,4.54,24.46,4.17,4.54,0.37
2017-10-10,0.0,4.64,1.48,4.21,24.91,3.83,4.21,0.38
2017-10-11,2.75,4.64,2.8,3.9,24.56,3.82,3.9,0.08
2017-10-12,0.12,5.34,3.31,3.84,25.28,4.44,3.84,-0.6
2017-10-13,0.0,4.83,4.1,5.29,24.73,5.2,5.29,0.09
2017-10-14,0.0,4.44,4.11,5.89,23.78,5.7,5.89,0.19
2017-10-15,0.0,4.81,4.42,6.2,17.42,6.02,6.2,0.18
2017-10-16,0.0,5.11,4.51,6.0,18.6,6.24,6.0,-0.24
2017-10-17,0.0,5.28,4.3,6.07,20.75,6.35,6.07,-0.28
2017-10-18,0.0,4.88,3.51,5.94,23.93,6.26,5.94,-0.32
2017-10-19,0.0,5.83,3.26,5.62,25.98,5.9,5.62,-0.28
2017-10-20,0.0,4.12,3.29,5.19,21.33,5.46,5.19,-0.27
2017-10-21,0.0,3.28,3.28,5.12,21.63,5.2,5.12,-0.08
2017-10-22,10.12,2.62,3.39,5.37,20.56,5.52,5.37,-0.15
2017-10-23,0.12,3.76,3.5,5.68,16.69,6.48,5.68,-0.8
2017-10-24,0.0,4.44,3.43,5.95,16.67,6.69,5.95,-0.74
2017-10-25,5.0,3.1,3.6,5.74,20.61,6.16,5.74,-0.42
2017-10-26,19.5,3.53,4.23,6.46,20.08,7.12,6.46,-0.66
2017-10-27,14.38,3.59,3.19,11.21,20.79,10.23,11.21,0.98
2017-10-28,0.0,4.51,3.51,9.16,22.66,12.0,9.16,-2.84
2017-10-29,0.0,4.56,2.99,8.74,21.8,10.17,8.74,-1.43
2017-10-30,5.38,4.75,2.63,7.53,20.04,7.48,7.53,0.05
2017-10-31,0.88,4.54,3.43,6.46,19.49,6.57,6.46,-0.11
2017-11-01,0.25,4.11,3.54,6.11,17.34,6.47,6.11,-0.36
2017-11-02,0.0,4.88,3.64,5.91,18.34,6.23,5.91,-0.32
2017-11-03,0.0,3.42,3.87,5.45,21.82,6.08,5.45,-0.63
2017-11-04,16.62,2.96,3.64,5.44,24.02,7.05,5.44,-1.61
2017-11-05,2.5,2.3,4.16,7.02,18.87,9.34,7.02,-2.32
2017-11-06,0.0,3.55,4.13,8.99,16.63,9.99,8.99,-1.0
2017-11-07,0.0,3.82,3.92,6.97,17.8,8.44,6.97,-1.47
2017-11-08,0.0,3.8,3.76,6.48,19.21,7.05,6.48,-0.57
2017-11-09,13.5,4.41,3.68,6.28,20.49,7.33,6.28,-1.05
2017-11-10,21.38,5.5,3.1,7.32,23.21,10.34,7.32,-3.02
2017-11-11,18.25,4.77,4.67,16.44,18.82,15.19,16.44,1.25
2017-11-12,0.0,4.4,2.78,23.43,20.47,17.53,23.43,5.9
2017-11-13,0.0,3.94,2.12,14.41,20.51,14.24,14.41,0.17
2017-11-14,0.0,4.18,1.87,8.57,19.18,8.93,8.57,-0.36
2017-11-15,1.25,4.83,1.66,6.48,22.77,6.08,6.48,0.4
2017-11-16,17.38,5.06,1.78,5.61,25.71,6.67,5.61,-1.06
2017-11-17,9.62,4.71,2.63,5.36,22.29,10.29,5.36,-4.93
2017-11-18,10.38,4.82,2.9,6.63,22.53,13.53,6.63,-6.9
2017-11-19,27.88,4.43,3.11,13.64,21.3,16.42,13.64,-2.78
2017-11-20,0.0,3.98,4.05,19.04,19.65,20.07,19.04,-1.03
2017-11-21,7.0,4.35,3.27,18.6,21.21,19.29,18.6,-0.69
2017-11-22,15.5,3.54,3.38,15.88,19.88,16.04,15.88,-0.16
